0.000000000000000000e+00 6.664398596538343433e+00
2.498750624687656057e+02 6.575004771235554379e+00
4.997501249375312113e+02 6.595087734473663588e+00
7.496251874062968454e+02 6.658947728571109614e+00
9.995002498750624227e+02 6.705358420865438873e+00
1.249375312343828227e+03 6.696385097230749039e+00
1.499250374812593691e+03 6.738394466476647082e+00
1.749125437281359154e+03 6.946223043028071586e+00
1.999000499750124845e+03 6.882847934161847370e+00
2.248875562218890536e+03 6.959397351724181391e+00
2.498750624687656455e+03 6.979352534139688480e+00
2.748625687156421463e+03 7.268143079772260151e+00
2.998500749625187382e+03 7.248259182618673080e+00
3.248375812093953300e+03 7.290036067534288122e+00
3.498250874562718309e+03 7.495682249311879097e+00
3.748125937031484227e+03 7.542679694963440262e+00
3.998000999500249691e+03 7.580576754637343484e+00
4.247876061969015609e+03 7.714287250670482265e+00
4.497751124437781073e+03 7.593390915804301144e+00
4.747626186906546536e+03 7.750813235056758899e+00
4.997501249375312909e+03 7.777850481438846941e+00
5.247376311844078373e+03 7.823747741084483565e+00
5.497251374312842927e+03 7.927491916799834115e+00
5.747126436781609300e+03 7.932413371226998855e+00
5.997001499250374764e+03 8.092923991257448435e+00
6.246876561719140227e+03 8.183500246249533205e+00
6.496751624187906600e+03 8.191275750027774194e+00
6.746626686656671154e+03 8.283008580470800908e+00
6.996501749125436618e+03 8.379841824605803069e+00
7.246376811594202991e+03 8.498630920181845738e+00
7.496251874062968454e+03 8.587419859139474809e+00
7.746126936531734827e+03 8.386930397366306522e+00
7.996001999000499382e+03 8.704851516955995905e+00
8.245877061469265755e+03 8.819359606096623949e+00
8.495752123938031218e+03 8.830532362104653643e+00
8.745627186406796682e+03 8.995710092129703739e+00
8.995502248875562145e+03 8.851210826914128305e+00
9.245377311344327609e+03 9.003050231557816474e+00
9.495252373813093072e+03 9.103038937935378883e+00
9.745127436281858536e+03 9.168843994753487436e+00
9.995002498750625819e+03 9.329269150725297166e+00
1.024487756121939128e+04 9.228128417458103527e+00
1.049475262368815675e+04 9.182697645231574057e+00
1.074462768615692221e+04 9.268896574409787092e+00
1.099450274862568585e+04 9.392098944996760679e+00
1.124437781109445132e+04 9.402030734149668945e+00
1.149425287356321860e+04 9.388038339665900622e+00
1.174412793603198406e+04 9.576132102784910671e+00
1.199400299850074953e+04 9.642482812491239841e+00
1.224387806096951499e+04 9.713895846328277628e+00
1.249375312343828045e+04 9.817946184513976604e+00
1.274362818590704774e+04 9.618215008217179118e+00
1.299350324837581320e+04 9.704830495163635717e+00
1.324337831084457866e+04 9.606513059441153857e+00
1.349325337331334231e+04 9.772617954135828455e+00
1.374312843578210777e+04 1.001192780861051190e+01
1.399300349825087324e+04 9.836363381453086419e+00
1.424287856071964052e+04 1.021975330196518605e+01
1.449275362318840598e+04 1.011789915124609429e+01
1.474262868565717145e+04 1.020778777265119786e+01
1.499250374812593691e+04 1.027032315476014190e+01
1.524237881059470237e+04 1.029034778897392854e+01
1.549225387306346965e+04 1.034809598497592908e+01
1.574212893553223330e+04 1.040070249766241517e+01
1.599200399800099876e+04 1.040269671484683300e+01
1.624187906046976423e+04 1.043634566723381063e+01
1.649175412293853151e+04 1.064496797761722569e+01
1.674162918540729879e+04 1.061516336333998467e+01
1.699150424787606244e+04 1.065093593836413000e+01
1.724137931034482608e+04 1.067628866458116299e+01
1.749125437281359336e+04 1.092137302233317087e+01
1.774112943528236065e+04 1.091979502154301152e+01
1.799100449775112429e+04 1.078375697966060720e+01
1.824087956021989157e+04 1.091153928961909436e+01
1.849075462268865522e+04 1.096776429643281681e+01
1.874062968515742250e+04 1.102227378552397496e+01
1.899050474762618614e+04 1.109955615843736076e+01
1.924037981009495343e+04 1.101982168146612473e+01
1.949025487256371707e+04 1.107576478309053059e+01
1.974012993503248072e+04 1.128079316541162491e+01
1.999000499750125164e+04 1.136088650953880830e+01
2.023988005997001528e+04 1.126394044505533643e+01
2.048975512243878256e+04 1.129105475228146815e+01
2.073963018490754621e+04 1.139858851215351798e+01
2.098950524737631349e+04 1.132799674149925551e+01
2.123938030984507714e+04 1.164629214262148516e+01
2.148925537231384442e+04 1.166607108635685996e+01
2.173913043478260806e+04 1.170873278429063369e+01
2.198900549725137171e+04 1.164817276523010392e+01
2.223888055972013899e+04 1.192725738183990813e+01
2.248875562218890263e+04 1.192134124279569107e+01
2.273863068465767356e+04 1.185593149808226343e+01
2.298850574712643720e+04 1.202510960295665399e+01
2.323838080959520448e+04 1.211163776593254227e+01
2.348825587206396813e+04 1.211996760404470486e+01
2.373813093453273541e+04 1.223933042930501536e+01
2.398800599700149905e+04 1.233017888343277946e+01
2.423788105947026270e+04 1.240885780806263838e+01
2.448775612193902998e+04 1.242195032771294905e+01
2.473763118440779363e+04 1.234634119678189279e+01
2.498750624687656091e+04 1.256021708232919032e+01
2.523738130934532455e+04 1.233061837541279537e+01
2.548725637181409547e+04 1.245583824926373318e+01
2.573713143428285912e+04 1.235136790538690477e+01
2.598700649675162640e+04 1.248297513159346828e+01
2.623688155922039005e+04 1.264759141518905849e+01
2.648675662168915733e+04 1.267881216734390115e+01
2.673663168415792097e+04 1.273835893078075188e+01
2.698650674662668462e+04 1.265381163585548663e+01
2.723638180909545190e+04 1.301543081250665601e+01
2.748625687156421554e+04 1.289174812787600821e+01
2.773613193403298283e+04 1.280343338788234675e+01
2.798600699650174647e+04 1.270884692064435839e+01
2.823588205897051739e+04 1.276274431238704565e+01
2.848575712143928104e+04 1.323614523932569931e+01
2.873563218390804832e+04 1.312030829078710070e+01
2.898550724637681196e+04 1.319318176623743533e+01
2.923538230884557561e+04 1.317184387037788795e+01
2.948525737131434289e+04 1.339916496537728641e+01
2.973513243378310653e+04 1.337482439240315024e+01
2.998500749625187382e+04 1.350302924223851520e+01
3.023488255872063746e+04 1.344807844536004460e+01
3.048475762118940474e+04 1.353444734302370023e+01
3.073463268365817203e+04 1.367171757011455213e+01
3.098450774612693931e+04 1.366910872901587659e+01
3.123438280859570295e+04 1.341359600758528714e+01
3.148425787106446660e+04 1.354000484112183678e+01
3.173413293353323388e+04 1.373298575049593673e+01
3.198400799600199753e+04 1.358382727659014044e+01
3.223388305847076481e+04 1.364330507191713515e+01
3.248375812093952845e+04 1.365712701218817138e+01
3.273363318340829574e+04 1.371271892531193437e+01
3.298350824587706302e+04 1.377636924598037105e+01
3.323338330834582302e+04 1.376331167477823314e+01
3.348325837081459758e+04 1.380757420512748546e+01
3.373313343328335759e+04 1.395296758631418754e+01
3.398300849575212487e+04 1.392718750982405496e+01
3.423288355822089216e+04 1.410658861225864769e+01
3.448275862068965216e+04 1.392294381832748407e+01
3.473263368315842672e+04 1.391886411860620321e+01
3.498250874562718673e+04 1.404693732905412418e+01
3.523238380809595401e+04 1.410143522992077258e+01
3.548225887056472129e+04 1.421843574244302388e+01
3.573213393303348857e+04 1.431756057546336436e+01
3.598200899550224858e+04 1.424949427183414841e+01
3.623188405797101586e+04 1.420089744365699325e+01
3.648175912043978315e+04 1.449842744029091790e+01
3.673163418290854315e+04 1.443058184029952251e+01
3.698150924537731044e+04 1.447605494010971405e+01
3.723138430784607772e+04 1.441918181609676530e+01
3.748125937031484500e+04 1.462677533981815969e+01
3.773113443278360501e+04 1.470023770761985205e+01
3.798100949525237229e+04 1.455736002455630818e+01
3.823088455772113957e+04 1.446740265312883444e+01
3.848075962018990685e+04 1.490815840093079991e+01
3.873063468265866686e+04 1.478683493626574474e+01
