0.000000000000000000e+00 1.973415457181132704e-01 0.000000000000000000e+00 2.035915072733160136e-01 0.000000000000000000e+00 2.309355570468004382e-01 0.000000000000000000e+00 4.015226092606802299e-01 0.000000000000000000e+00 5.924179400680328333e-01 0.000000000000000000e+00 1.096466842942850795e+00
2.499687539057617869e+02 2.038458287359201371e-01 2.499375156210947466e+02 2.015873819573597847e-01 2.498750624687656057e+02 2.773403933481388139e-01 2.497502497502497647e+02 3.739126146087799474e-01 2.495009980039919810e+02 5.997423772241630147e-01 2.490039840637450084e+02 1.123988440847611070e+00
4.999375078115235738e+02 2.117167411821950784e-01 4.998750312421894932e+02 2.013789029704922406e-01 4.997501249375312113e+02 3.004900685701366037e-01 4.995004995004995294e+02 3.587203771786190987e-01 4.990019960079839620e+02 5.510722521267134022e-01 4.980079681274900167e+02 1.028338088828312902e+00
7.499062617172853606e+02 2.189359780706125191e-01 7.498125468632841830e+02 2.262045078336362980e-01 7.496251874062968454e+02 2.885204625681463964e-01 7.492507492507493225e+02 3.539424469179910937e-01 7.485029940119760568e+02 5.430292389866687719e-01 7.470119521912350820e+02 1.078864125573609778e+00
9.998750156230471475e+02 2.337235360558986841e-01 9.997500624843789865e+02 2.196192898170611085e-01 9.995002498750624227e+02 2.646549419056062336e-01 9.990009990009990588e+02 3.551446836800901674e-01 9.980039920159679241e+02 6.259993849217292405e-01 9.960159362549800335e+02 1.160016603665742441e+00
1.249843769528808934e+03 1.957645189033439259e-01 1.249687578105473676e+03 2.159699578053424218e-01 1.249375312343828227e+03 2.656491755959390910e-01 1.248751248751248795e+03 3.782553991470714028e-01 1.247504990019959905e+03 5.573139515382719011e-01 1.245019920318725099e+03 1.142438413448438439e+00
1.499812523434570721e+03 2.032227022553441398e-01 1.499625093726568366e+03 2.145504037565125754e-01 1.499250374812593691e+03 2.584325107714977032e-01 1.498501498501498645e+03 3.713683046217732819e-01 1.497005988023952114e+03 5.602117780160370542e-01 1.494023904382470164e+03 1.045734750776340816e+00
1.749781277340332508e+03 2.255294673933460892e-01 1.749562609347663056e+03 2.033455247184569881e-01 1.749125437281359154e+03 2.917074782895719420e-01 1.748251748251748268e+03 3.744772250235536837e-01 1.746506986027943867e+03 5.657017350870451322e-01 1.743027888446215229e+03 1.138989515554977627e+00
1.999750031246094295e+03 2.448511071498299108e-01 1.999500124968757973e+03 2.299801629016068605e-01 1.999000499750124845e+03 2.823923906735038014e-01 1.998001998001998118e+03 3.626356129952298946e-01 1.996007984031935848e+03 6.087420867437421945e-01 1.992031872509960067e+03 1.124688764288268805e+00
2.249718785151856082e+03 2.043564695831957267e-01 2.249437640589852890e+03 2.110287773987223614e-01 2.248875562218890536e+03 2.797946911712966833e-01 2.247752247752247968e+03 3.484774368284877522e-01 2.245508982035927602e+03 5.645173357855347573e-01 2.241035856573705132e+03 1.064349908403914524e+00
2.499687539057617869e+03 2.396700680972335684e-01 2.499375156210947353e+03 2.217826554621928903e-01 2.498750624687656455e+03 2.563118663407899511e-01 2.497502497502497590e+03 3.657666119484704326e-01 2.495009980039919810e+03 5.763780560814735221e-01 2.490039840637450197e+03 1.095208017645656673e+00
2.749656292963379201e+03 1.892342934101691743e-01 2.749312671832042270e+03 1.837539862192681950e-01 2.748625687156421463e+03 2.564067677101276588e-01 2.747252747252747668e+03 3.456937165875592632e-01 2.744510978043912019e+03 5.491616680705019293e-01 2.739043824701195263e+03 1.145246150900414372e+00
2.999625046869141443e+03 2.015310057369324725e-01 2.999250187453136732e+03 2.084893745280358146e-01 2.998500749625187382e+03 2.726267906941408081e-01 2.997002997002997290e+03 3.501759170495258311e-01 2.994011976047904227e+03 5.975751686391054252e-01 2.988047808764940328e+03 1.186201706647056264e+00
