0.000000000000000000e+00 3.245321334211013172e-13 2.760705010275246150e-13
2.499375156210947466e+02 3.342263060037662130e-13 2.704419705374464596e-13
4.998750312421894932e+02 3.454310823863284527e-13 2.660643834941388652e-13
7.498125468632841830e+02 4.004062421473930080e-13 2.605189368590114902e-13
9.997500624843789865e+02 3.342303706051697609e-13 2.607883606475480077e-13
1.249687578105473676e+03 3.628805521161036809e-13 2.574613150014854994e-13
1.499625093726568366e+03 3.117777526066542927e-13 2.550656727877890281e-13
1.749562609347663056e+03 3.829108257118125479e-13 2.529494279540873104e-13
1.999500124968757973e+03 3.384973921467937480e-13 2.470477187324977269e-13
2.249437640589852890e+03 3.784137122893149902e-13 2.462255020479945160e-13
2.499375156210947353e+03 3.627523741176516327e-13 2.439177391141581382e-13
2.749312671832042270e+03 3.406892371471816187e-13 2.425494876587088363e-13
2.999250187453136732e+03 3.259558174631207455e-13 2.422764895559391821e-13
3.249187703074231649e+03 3.364450739569026088e-13 2.360860413787394477e-13
3.499125218695326112e+03 4.057474971330768491e-13 2.346356695279257246e-13
3.749062734316421029e+03 4.259169410452125652e-13 2.317383749982294690e-13
3.999000249937515946e+03 3.686393181806274040e-13 2.280563483867394660e-13
4.248937765558610408e+03 3.891029671244550688e-13 2.312625546806548347e-13
4.498875281179705780e+03 4.209286428850916710e-13 2.277694152132534964e-13
4.748812796800800243e+03 4.246271019261812574e-13 2.251576551356175551e-13
4.998750312421894705e+03 3.817740067747413261e-13 2.286587666920755629e-13
5.248687828042990077e+03 3.417155399279672828e-13 2.259116110020422159e-13
5.498625343664084539e+03 4.279148218564905695e-13 2.249077187325071735e-13
5.748562859285179002e+03 3.831867304296138272e-13 2.256251202701402688e-13
5.998500374906273464e+03 3.168501032495437612e-13 2.263401380169126081e-13
6.248437890527368836e+03 4.028323095613165072e-13 2.241565408143323964e-13
6.498375406148463298e+03 3.414711658309944019e-13 2.187885131708238316e-13
6.748312921769557761e+03 3.587435000505911469e-13 2.169142781435901345e-13
6.998250437390652223e+03 3.496158094835465869e-13 2.185029775019118204e-13
7.248187953011747595e+03 3.720106242318052860e-13 2.162380873552116890e-13
7.498125468632842058e+03 3.448570886788772624e-13 2.122576018117547269e-13
7.748062984253936520e+03 3.605819096036910601e-13 2.095185484743556017e-13
7.998000499875031892e+03 3.688492052614332740e-13 2.099940877726558083e-13
8.247938015496125445e+03 3.548056960116120801e-13 2.049896917487229346e-13
8.497875531117220817e+03 2.927906185125483350e-13 2.049909946244895589e-13
8.747813046738316189e+03 3.431790958208424627e-13 2.028675879033765580e-13
8.997750562359411560e+03 4.064645119391907263e-13 2.015870066725530695e-13
9.247688077980505113e+03 3.604138796499482460e-13 2.049137094634506217e-13
9.497625593601600485e+03 3.927270103785231841e-13 2.026638904877147169e-13
9.747563109222694038e+03 3.988140406026093801e-13 1.990075833481079237e-13
9.997500624843789410e+03 3.449257419558573603e-13 2.008290025801668606e-13
1.024743814046488296e+04 3.092605125807101186e-13 1.963596405350781901e-13
1.049737565608598015e+04 3.155028624154821798e-13 1.960508669992398757e-13
1.074731317170707371e+04 3.910374032042786108e-13 1.941905762739206537e-13
1.099725068732816908e+04 3.641325489394319652e-13 1.932386119885098585e-13
1.124718820294926263e+04 3.864540888300228901e-13 1.935249824167744938e-13
1.149712571857035800e+04 2.612750396925307037e-13 1.941082127804288144e-13
1.174706323419145156e+04 2.877338160603222839e-13 1.927673163702413763e-13
1.199700074981254693e+04 3.195193454571360555e-13 1.907857145047441705e-13
1.224693826543364230e+04 3.141707967213577835e-13 1.904001038081304062e-13
1.249687578105473767e+04 2.807815479493686000e-13 1.901026598395669909e-13
1.274681329667583123e+04 3.213749391157009274e-13 1.898227790933667027e-13
1.299675081229692660e+04 2.757310569334183804e-13 1.897056322714028716e-13
1.324668832791802015e+04 3.096686403053931482e-13 1.909462834405666262e-13
1.349662584353911552e+04 2.910872684669571244e-13 1.889142310930999268e-13
