0.000000000000000000e+00 6.646272540092468262e-02 0.000000000000000000e+00 6.650981307029724121e-02 0.000000000000000000e+00 6.643835455179214478e-02 0.000000000000000000e+00 6.641872972249984741e-02 0.000000000000000000e+00 6.643954664468765259e-02 0.000000000000000000e+00 6.619165837764739990e-02
5.000000000000000000e-01 4.200063273310661316e-02 1.000000000000000000e+00 3.451669216156005859e-02 2.000000000000000000e+00 2.429107949137687683e-02 4.000000000000000000e+00 1.278656348586082458e-02 8.000000000000000000e+00 3.769311122596263885e-03 1.600000000000000000e+01 3.867591731250286102e-04
1.000000000000000000e+00 3.453052416443824768e-02 2.000000000000000000e+00 2.431079186499118805e-02 4.000000000000000000e+00 1.289084646850824356e-02 8.000000000000000000e+00 3.887051483616232872e-03 1.600000000000000000e+01 3.379931149538606405e-04 3.200000000000000000e+01 -4.387599983601830900e-05
1.500000000000000000e+00 2.885206229984760284e-02 3.000000000000000000e+00 1.761544123291969299e-02 6.000000000000000000e+00 7.117092609405517578e-03 1.200000000000000000e+01 1.279002986848354340e-03 2.400000000000000000e+01 -3.632670200204302091e-07 4.800000000000000000e+01 -2.500002301530912519e-05
2.000000000000000000e+00 2.434701658785343170e-02 4.000000000000000000e+00 1.297486573457717896e-02 8.000000000000000000e+00 3.941258881241083145e-03 1.600000000000000000e+01 4.541152447927743196e-04 3.200000000000000000e+01 -1.763205800671130419e-04 6.400000000000000000e+01 4.259165507392026484e-06
2.500000000000000000e+00 2.067003771662712097e-02 5.000000000000000000e+00 9.574801661074161530e-03 1.000000000000000000e+01 2.256554318591952324e-03 2.000000000000000000e+01 2.200726448791101575e-04 4.000000000000000000e+01 6.012327503412961960e-05 8.000000000000000000e+01 7.014682978478958830e-06
3.000000000000000000e+00 1.762038469314575195e-02 6.000000000000000000e+00 7.116427645087242126e-03 1.200000000000000000e+01 1.287436811253428459e-03 2.400000000000000000e+01 8.455426723230630159e-05 4.800000000000000000e+01 -4.480071709167532390e-07 9.600000000000000000e+01 1.492840528953820467e-04
3.500000000000000000e+00 1.506642252206802368e-02 7.000000000000000000e+00 5.325847305357456207e-03 1.400000000000000000e+01 6.381227867677807808e-04 2.800000000000000000e+01 -7.212738273665308952e-05 5.600000000000000000e+01 -1.351992432319093496e-05 1.120000000000000000e+02 -1.301511510973796248e-04
4.000000000000000000e+00 1.290864218026399612e-02 8.000000000000000000e+00 4.013389814645051956e-03 1.600000000000000000e+01 3.573012654669582844e-04 3.200000000000000000e+01 -5.939945549471303821e-05 6.400000000000000000e+01 -2.553036210883874446e-06 1.280000000000000000e+02 -3.388891855138354003e-05
4.500000000000000000e+00 1.106540672481060028e-02 9.000000000000000000e+00 3.012881847098469734e-03 1.800000000000000000e+01 1.998191437451168895e-04 3.600000000000000000e+01 -9.653179586166515946e-05 7.200000000000000000e+01 8.438813529210165143e-05 1.440000000000000000e+02 -1.218442339450120926e-04
5.000000000000000000e+00 9.527751244604587555e-03 1.000000000000000000e+01 2.301232889294624329e-03 2.000000000000000000e+01 1.303549506701529026e-04 4.000000000000000000e+01 -2.838174805219750851e-05 8.000000000000000000e+01 -1.836859737522900105e-04 1.600000000000000000e+02 2.355623473704326898e-05
5.500000000000000000e+00 8.188529871404170990e-03 1.100000000000000000e+01 1.698422594927251339e-03 2.200000000000000000e+01 3.652262603281997144e-05 4.400000000000000000e+01 -1.094942035706480965e-06 8.800000000000000000e+01 -5.891022738069295883e-06 1.760000000000000000e+02 -7.002875645412132144e-05
6.000000000000000000e+00 7.056933827698230743e-03 1.200000000000000000e+01 1.277465489692986012e-03 2.400000000000000000e+01 1.108095602830871940e-05 4.800000000000000000e+01 1.014962472254410386e-04 9.600000000000000000e+01 3.328438469907268882e-05 1.920000000000000000e+02 8.209692168748006225e-05
