0.000000000000000000e+00 2.996198832988739014e-02 0.000000000000000000e+00 3.002560511231422424e-02 0.000000000000000000e+00 3.002183139324188232e-02 0.000000000000000000e+00 3.027098253369331360e-02 0.000000000000000000e+00 2.988143637776374817e-02 0.000000000000000000e+00 2.989981137216091156e-02
5.000000000000000000e-01 1.980960741639137268e-02 1.000000000000000000e+00 1.672776974737644196e-02 2.000000000000000000e+00 1.242443639785051346e-02 4.000000000000000000e+00 7.664912380278110504e-03 8.000000000000000000e+00 3.436407074332237244e-03 1.600000000000000000e+01 1.244987943209707737e-03
1.000000000000000000e+00 1.669751480221748352e-02 2.000000000000000000e+00 1.246430538594722748e-02 4.000000000000000000e+00 7.586854510009288788e-03 8.000000000000000000e+00 3.530067158862948418e-03 1.600000000000000000e+01 1.196545781567692757e-03 3.200000000000000000e+01 3.912918327841907740e-04
1.500000000000000000e+00 1.431972254067659378e-02 3.000000000000000000e+00 9.624240919947624207e-03 6.000000000000000000e+00 4.969787783920764923e-03 1.200000000000000000e+01 1.946431002579629421e-03 2.400000000000000000e+01 6.486928905360400677e-04 4.800000000000000000e+01 1.834296417655423284e-04
2.000000000000000000e+00 1.245812140405178070e-02 4.000000000000000000e+00 7.624283432960510254e-03 8.000000000000000000e+00 3.426210256293416023e-03 1.600000000000000000e+01 1.186761539429426193e-03 3.200000000000000000e+01 4.018043109681457281e-04 6.400000000000000000e+01 1.416032609995454550e-04
2.500000000000000000e+00 1.094025932252407074e-02 5.000000000000000000e+00 6.156862713396549225e-03 1.000000000000000000e+01 2.506568562239408493e-03 2.000000000000000000e+01 8.402409148402512074e-04 4.000000000000000000e+01 2.511258935555815697e-04 8.000000000000000000e+01 1.426527887815609574e-04
3.000000000000000000e+00 9.671092033386230469e-03 6.000000000000000000e+00 5.031713750213384628e-03 1.200000000000000000e+01 1.893006847240030766e-03 2.400000000000000000e+01 6.090450333431363106e-04 4.800000000000000000e+01 1.777896977728232741e-04 9.600000000000000000e+01 4.934812386636622250e-05
3.500000000000000000e+00 8.586256764829158783e-03 7.000000000000000000e+00 4.192150197923183441e-03 1.400000000000000000e+01 1.485499087721109390e-03 2.800000000000000000e+01 4.789011145476251841e-04 5.600000000000000000e+01 1.672765356488525867e-04 1.120000000000000000e+02 7.653162174392491579e-05
4.000000000000000000e+00 7.672386709600687027e-03 8.000000000000000000e+00 3.503467421978712082e-03 1.600000000000000000e+01 1.188156427815556526e-03 3.200000000000000000e+01 3.870487562380731106e-04 6.400000000000000000e+01 1.316017733188346028e-04 1.280000000000000000e+02 5.743035580962896347e-05
4.500000000000000000e+00 6.884290836751461029e-03 9.000000000000000000e+00 2.956145443022251129e-03 1.800000000000000000e+01 9.912480600178241730e-04 3.600000000000000000e+01 3.171948483213782310e-04 7.200000000000000000e+01 1.019381234073080122e-04 1.440000000000000000e+02 3.437922714510932565e-05
5.000000000000000000e+00 6.189198233187198639e-03 1.000000000000000000e+01 2.503217430785298347e-03 2.000000000000000000e+01 8.368983981199562550e-04 4.000000000000000000e+01 2.831375750247389078e-04 8.000000000000000000e+01 8.261690527433529496e-05 1.600000000000000000e+02 2.892035081458743662e-05
5.500000000000000000e+00 5.587489344179630280e-03 1.100000000000000000e+01 2.187307458370923996e-03 2.200000000000000000e+01 7.266702596098184586e-04 4.400000000000000000e+01 2.560372522566467524e-04 8.800000000000000000e+01 7.420728070428594947e-05 1.760000000000000000e+02 1.607721424079500139e-05
6.000000000000000000e+00 5.069469101727008820e-03 1.200000000000000000e+01 1.910309540107846260e-03 2.400000000000000000e+01 6.451269728131592274e-04 4.800000000000000000e+01 2.197658614022657275e-04 9.600000000000000000e+01 6.790446786908432841e-05 1.920000000000000000e+02 1.870751293608918786e-05
6.500000000000000000e+00 4.611930344253778458e-03 1.300000000000000000e+01 1.695872633717954159e-03 2.600000000000000000e+01 5.659688031300902367e-04 5.200000000000000000e+01 1.696385734248906374e-04 1.040000000000000000e+02 6.247403507586568594e-05 2.080000000000000000e+02 2.522293107176665217e-05
7.000000000000000000e+00 4.207378719002008438e-03 1.400000000000000000e+01 1.518154866062104702e-03 2.800000000000000000e+01 4.804938507732003927e-04 5.600000000000000000e+01 1.689586060820147395e-04 1.120000000000000000e+02 5.414386396296322346e-05 2.240000000000000000e+02 2.013257289945613593e-05
7.500000000000000000e+00 3.845120314508676529e-03 1.500000000000000000e+01 1.362705137580633163e-03 3.000000000000000000e+01 4.208095488138496876e-04 6.000000000000000000e+01 1.412741112289950252e-04 1.200000000000000000e+02 3.381213900865986943e-05 2.400000000000000000e+02 1.122381672757910565e-05
8.000000000000000000e+00 3.537615761160850525e-03 1.600000000000000000e+01 1.228586537763476372e-03 3.200000000000000000e+01 3.907542268279939890e-04 6.400000000000000000e+01 1.291595108341425657e-04 1.280000000000000000e+02 2.804133146128151566e-05 2.560000000000000000e+02 1.554617301735561341e-05
8.500000000000000000e+00 3.259111661463975906e-03 1.700000000000000000e+01 1.100274617783725262e-03 3.400000000000000000e+01 3.417069674469530582e-04 6.800000000000000000e+01 1.196581652038730681e-04 1.360000000000000000e+02 2.927097011706791818e-05 2.720000000000000000e+02 2.324717570445500314e-05
9.000000000000000000e+00 3.013592446222901344e-03 1.800000000000000000e+01 9.984098142012953758e-04 3.600000000000000000e+01 3.399897832423448563e-04 7.200000000000000000e+01 1.109181102947331965e-04 1.440000000000000000e+02 2.819346809701528400e-05 2.880000000000000000e+02 1.442896405023930129e-06
9.500000000000000000e+00 2.791688311845064163e-03 1.900000000000000000e+01 9.120153263211250305e-04 3.800000000000000000e+01 3.064430202357470989e-04 7.600000000000000000e+01 1.000917036435566843e-04 1.520000000000000000e+02 2.813377068378031254e-05 3.040000000000000000e+02 1.465738205297384411e-05
1.000000000000000000e+01 2.588375937193632126e-03 2.000000000000000000e+01 8.599663269706070423e-04 4.000000000000000000e+01 2.825524134095758200e-04 8.000000000000000000e+01 9.608115942683070898e-05 1.600000000000000000e+02 2.448593477311078459e-05 3.200000000000000000e+02 4.761570380651392043e-06
1.050000000000000000e+01 2.409884706139564514e-03 2.100000000000000000e+01 8.124516461975872517e-04 4.200000000000000000e+01 2.741900389082729816e-04 8.400000000000000000e+01 9.318201045971363783e-05 1.680000000000000000e+02 2.105818748532328755e-05 3.360000000000000000e+02 2.154191406589234248e-06
1.100000000000000000e+01 2.247959841042757034e-03 2.200000000000000000e+01 7.632893393747508526e-04 4.400000000000000000e+01 2.497579844202846289e-04 8.800000000000000000e+01 8.495424845023080707e-05 1.760000000000000000e+02 1.319944112765369937e-05 3.520000000000000000e+02 1.873133442131802440e-06
1.150000000000000000e+01 2.090904163196682930e-03 2.300000000000000000e+01 7.063761586323380470e-04 4.600000000000000000e+01 2.285227674292400479e-04 9.200000000000000000e+01 7.136003114283084869e-05 1.840000000000000000e+02 3.473752803984098136e-05 3.680000000000000000e+02 -4.810342034033965319e-06
1.200000000000000000e+01 1.950441859662532806e-03 2.400000000000000000e+01 6.688725552521646023e-04 4.800000000000000000e+01 2.146288752555847168e-04 9.600000000000000000e+01 6.913206016179174185e-05 1.920000000000000000e+02 2.240436515421606600e-05 3.840000000000000000e+02 -3.849766471830662340e-06
1.250000000000000000e+01 1.834860071539878845e-03 2.500000000000000000e+01 6.332283373922109604e-04 5.000000000000000000e+01 2.001287939492613077e-04 1.000000000000000000e+02 5.400797817856073380e-05 2.000000000000000000e+02 2.265682633151300251e-05 4.000000000000000000e+02 9.291738024330697954e-06
1.300000000000000000e+01 1.732134842313826084e-03 2.600000000000000000e+01 5.972220096737146378e-04 5.200000000000000000e+01 1.849444815889000893e-04 1.040000000000000000e+02 5.350843275664374232e-05 2.080000000000000000e+02 2.017604310822207481e-05 4.160000000000000000e+02 3.830041350738611072e-07
