0.000000000000000000e+00 2.549829298096050745e-01 1.434393649531448545e-01 1.315082429727584545e-01 2.908334853094216577e-01 3.506839126034375642e-01 1.609443134482394233e-01 2.172777017200756555e-01 1.206156234608635330e-01 2.445671812357793351e-01 2.373356544015343961e-01 2.352840842890424333e-01 2.713907822783255264e-01
9.999000099990001900e+01 2.206138728519591863e-01 1.390629629305180359e-01 1.660259453707003674e-01 2.667866642072454497e-01 2.521735487543684262e-01 1.418070232779003459e-01 1.878168888657234803e-01 1.319273573449949721e-01 2.189616177588139256e-01 2.038183448846302703e-01 2.427000414715499155e-01 2.283511514039453238e-01
1.999800019998000380e+02 2.436964206489388995e-01 2.057105881827354654e-01 1.825841122969997787e-01 2.271587122789384683e-01 2.645065562671805037e-01 1.531592170306740053e-01 1.951931545552697267e-01 1.094006592574063436e-01 2.383647684085673790e-01 2.087681867490604193e-01 2.681391822792136836e-01 2.181978038999420610e-01
2.999700029997000570e+02 2.745408570540489035e-01 2.686265087829888265e-01 2.493353347860917391e-01 2.531742477614066789e-01 2.141418207278639463e-01 2.070447305927067827e-01 1.709850813944930603e-01 1.071184881117683285e-01 2.195815071329779988e-01 1.762617173956073646e-01 2.375524537245039813e-01 2.187819637817465523e-01
3.999600039996000760e+02 2.510654249856025255e-01 2.835657331223730426e-01 2.164815190962375013e-01 2.273010349456715262e-01 2.401012276759797170e-01 1.568384329572974079e-01 1.888284880141713196e-01 1.096907663467056593e-01 2.389406600045691498e-01 1.843572322948768827e-01 2.426781298875216597e-01 2.034915186435962420e-01
4.999500049995000381e+02 2.545307494013963612e-01 2.765039914844109048e-01 2.088231165364043129e-01 1.992552608807552084e-01 2.194062944093962964e-01 1.679628767912030030e-01 1.664348386850710571e-01 9.667944794219045235e-02 2.192894476695990136e-01 1.844903655219770899e-01 2.552130377374816628e-01 2.369355077258101516e-01
5.999400059994001140e+02 2.826017219956738491e-01 2.776630098927428958e-01 1.854593057131453948e-01 2.506668040629245753e-01 2.203854177987991658e-01 1.756335543386899622e-01 1.887467319631728480e-01 1.110982796480875640e-01 2.219370151725723606e-01 1.860657386230017141e-01 2.302861737234823958e-01 2.293405416805372188e-01
6.999300069993000761e+02 2.231756209061092067e-01 2.109147398577407573e-01 2.227205522877985511e-01 2.844696084881665477e-01 2.227481337104121328e-01 1.792321274221882199e-01 1.926054974613503334e-01 1.138869178179979236e-01 2.244987228799925072e-01 1.919770094847287056e-01 2.341991321963171613e-01 2.377303588725199479e-01
7.999200079992001520e+02 2.768724490134736871e-01 2.454209647968668417e-01 2.196527193843400561e-01 2.438640092979716956e-01 2.414255222935748346e-01 1.663851217145191630e-01 1.936569726134556857e-01 1.162157438856890740e-01 2.087096453419957365e-01 1.543019404396450689e-01 2.390329754736266465e-01 2.182716590444444826e-01
8.999100089991001141e+02 2.456542466687398896e-01 2.285495791249129438e-01 1.961949138860338004e-01 2.412630951876234553e-01 2.077546547436293911e-01 1.874859773494028659e-01 1.676578446605326012e-01 1.115695976613705759e-01 2.210284338833909124e-01 1.709268745458547289e-01 2.336629935439299421e-01 2.079585649723549035e-01
9.999000099990000763e+02 2.084348988266301328e-01 1.970329652217498173e-01 1.924666183962773225e-01 2.065184113953316414e-01 2.293019662499234113e-01 1.809025258068207853e-01 2.064728761432916837e-01 1.000265423677431514e-01 2.211136386249612784e-01 2.014433964272472066e-01 2.668334171399381893e-01 2.249397626216957657e-01
1.099890010998900152e+03 1.856604887420051642e-01 2.589000064943825508e-01 2.071938224576778398e-01 2.140771625786302701e-01 2.338402358875279752e-01 1.845440549104004624e-01 2.089917223549555281e-01 1.037589217325828178e-01 2.394047677421339004e-01 1.859503867145797518e-01 2.477875314240115256e-01 2.382604717626315705e-01
1.199880011998800228e+03 2.160061808113923065e-01 1.999701002604572231e-01 2.055457782075435225e-01 2.117618964789109715e-01 2.002595418466245614e-01 1.867520145837046064e-01 2.024695592300280733e-01 1.066896740683282302e-01 2.132931367635675368e-01 2.039976272143678993e-01 2.360823189671352740e-01 2.362087300688597846e-01
1.299870012998700076e+03 1.765226594310156660e-01 2.457146539669745888e-01 2.469639294603858948e-01 1.908570881912599881e-01 2.134975165495408556e-01 2.034023838876047596e-01 1.873148097636147813e-01 1.198561985900981064e-01 2.017294267303945121e-01 2.168352985742400263e-01 2.431949848797145541e-01 1.957642737645389763e-01
1.399860013998600152e+03 2.669882734683556857e-01 2.085698111338667171e-01 2.531023834006272955e-01 2.478482260531111592e-01 2.290431241854296862e-01 2.191352693245143257e-01 1.756853067927852952e-01 1.123534318582000147e-01 2.192350549197354670e-01 1.978673209195395133e-01 2.621678570582533507e-01 2.352401691121844551e-01
1.499850014998500001e+03 1.865430345591183314e-01 1.773177648764798497e-01 1.656150632634155739e-01 2.044885100153890634e-01 1.823732422877920312e-01 2.044964792860331226e-01 1.957086703459543220e-01 1.136766993892060484e-01 2.519121831732925032e-01 1.926999859083504962e-01 2.647694868673953761e-01 1.862250808144564063e-01
1.599840015998400304e+03 1.351260328498445074e-01 2.204605111507813575e-01 1.703244492075547400e-01 2.110280431196147610e-01 2.219732843667635847e-01 1.932964347181552467e-01 1.852992550341565348e-01 1.204736931141622142e-01 1.964374547924466474e-01 2.018181567465725246e-01 2.233139056042043602e-01 2.294464517651470803e-01
