0.000000000000000000e+00 9.073687404567166992e-02 1.137740948038308969e-01 1.107068358565130445e-01
9.999000099990001900e+01 1.187639376996222351e-01 1.033768659761252345e-01 1.082704425982524282e-01
1.999800019998000380e+02 1.025913240732909543e-01 1.036221043015601584e-01 1.083970003899064061e-01
2.999700029997000570e+02 1.025331882342902928e-01 1.100079379434957400e-01 1.077398826100419149e-01
3.999600039996000760e+02 1.068738159223577705e-01 1.198584863634556269e-01 1.097099059762410150e-01
4.999500049995000381e+02 1.149219082134903674e-01 1.158631092610000884e-01 1.149508572280867474e-01
5.999400059994001140e+02 1.075490843281936143e-01 1.156059399428555207e-01 1.153215783318201765e-01
6.999300069993000761e+02 1.123940971130272387e-01 1.069816778388165274e-01 1.086663172973241220e-01
7.999200079992001520e+02 1.155637660542833123e-01 1.108942933909185941e-01 1.124480030066506986e-01
8.999100089991001141e+02 1.211163180890717367e-01 1.077134509828002323e-01 1.122463305954373297e-01
9.999000099990000763e+02 1.192652199142435337e-01 1.079291392067299876e-01 1.127740998477024942e-01
1.099890010998900152e+03 1.184667011598319747e-01 1.078278403644333111e-01 1.125620277646304651e-01
1.199880011998800228e+03 1.042409148852021378e-01 1.161814067392339944e-01 1.145208576505289816e-01
1.299870012998700076e+03 1.048069894374846628e-01 1.056724273313602996e-01 1.125199718188634873e-01
1.399860013998600152e+03 1.178350956967960245e-01 1.159829767398929262e-01 1.115445896043353174e-01
1.499850014998500001e+03 1.023113045808660554e-01 1.140020694603547796e-01 1.110376254308219762e-01
1.599840015998400304e+03 1.134346478505894873e-01 1.080363500187769971e-01 1.176739605159282526e-01
1.699830016998300380e+03 1.067767971045087139e-01 1.129186068566480072e-01 1.163484776678823523e-01
1.799820017998200228e+03 1.165552374740445735e-01 1.063105925725472828e-01 1.133482363133984094e-01
1.899810018998100304e+03 1.081112763632439550e-01 1.142161443688779476e-01 1.096621422611276236e-01
1.999800019998000153e+03 1.100471756900768955e-01 1.160242503374843692e-01 1.098634487598287163e-01
2.099790020997900228e+03 1.154877921338803709e-01 1.094368164820801875e-01 1.089988986560291168e-01
2.199780021997800304e+03 1.046624454735112647e-01 1.098554863715266589e-01 1.125088105155321178e-01
2.299770022997700380e+03 1.078190133407444934e-01 1.089271782346349499e-01 1.178360474402547070e-01
2.399760023997600456e+03 1.077126782805358229e-01 1.152343639963582383e-01 1.113505135296938425e-01
2.499750024997500532e+03 1.098279138727253218e-01 1.080779525551958109e-01 1.129838520778198574e-01
2.599740025997400153e+03 1.008776068617592697e-01 1.095388827208711308e-01 1.147550677541216840e-01
2.699730026997300229e+03 9.382464333814145852e-02 1.093786063274697767e-01 1.113396793591906464e-01
2.799720027997200305e+03 9.827195099274886603e-02 1.152844484438999006e-01 1.124455989310080700e-01
2.899710028997100380e+03 9.019253208718201742e-02 1.147054645441780568e-01 1.121993427364090662e-01
2.999700029997000001e+03 8.714934469775927062e-02 1.173835743389651104e-01 1.109620187173696731e-01
3.099690030996900532e+03 9.940724149731995640e-02 1.181726384547524544e-01 1.071551746475932348e-01
3.199680031996800608e+03 9.709315683939860608e-02 1.062699254392279191e-01 1.140919638880922987e-01
3.299670032996700229e+03 9.628887478294136104e-02 1.119726078338304370e-01 1.159045002895280341e-01
3.399660033996600760e+03 9.583145315026120326e-02 1.135882077933329098e-01 1.126626198979421983e-01
3.499650034996500381e+03 1.067896093848555439e-01 1.109956483694713031e-01 1.115735385644467392e-01
3.599640035996400456e+03 1.114075246186829599e-01 1.110594770905187073e-01 1.094730480534516909e-01
3.699630036996300532e+03 1.034866307275552622e-01 1.082769990629228879e-01 1.121368480846506727e-01
3.799620037996200608e+03 9.999450476581484004e-02 1.118375258830357072e-01 1.072556952025765509e-01
3.899610038996100229e+03 1.057490313289442541e-01 1.239686833315708919e-01 1.096408195163895843e-01
3.999600039996000305e+03 1.035828091950994900e-01 1.145119546998597942e-01 1.060036887132366074e-01
4.099590040995900381e+03 1.007194200508212539e-01 1.178121424310559912e-01 1.041740635739194926e-01
4.199580041995800457e+03 9.594004956141555240e-02 1.087512149610153772e-01 1.066590418652855199e-01
4.299570042995700533e+03 1.023767371436001966e-01 1.109168227496025866e-01 1.135008081762746285e-01
4.399560043995600608e+03 1.000084697635849479e-01 1.193982456210154336e-01 1.071427927084620674e-01
4.499550044995500684e+03 1.049328863874467027e-01 1.140260308563939562e-01 1.099121243260908765e-01
4.599540045995400760e+03 9.496755350185383249e-02 1.134409835590389076e-01 1.114168451673118315e-01
4.699530046995299926e+03 1.007785970676753767e-01 1.100408613487115078e-01 1.093758415546193241e-01
4.799520047995200912e+03 1.031977913174937506e-01 1.113663002275259301e-01 1.068340195811351284e-01
4.899510048995100988e+03 1.060389379368191776e-01 1.113087410433435537e-01 1.095329633327767338e-01
4.999500049995001064e+03 1.056546477264728168e-01 1.043556011307916614e-01 1.090286128638303653e-01
5.099490050994901139e+03 1.003394298116818822e-01 1.083798167882182445e-01 1.023833726920809067e-01
5.199480051994800306e+03 1.054834356636589893e-01 1.103683109895030462e-01 1.038225154109004705e-01
5.299470052994700382e+03 1.038782988040838212e-01 1.112990513554431987e-01 1.072148157983193600e-01
5.399460053994600457e+03 1.039434532941876238e-01 1.154899102672074379e-01 1.077327040902600203e-01
5.499450054994501443e+03 1.050626326149228379e-01 1.090851308921183122e-01 1.070361588738813902e-01
5.599440055994400609e+03 1.033588650541528708e-01 1.127401059538276212e-01 1.107606412513813393e-01
5.699430056994300685e+03 1.017334849916695649e-01 1.147357965076373360e-01 1.086085276822513074e-01
5.799420057994200761e+03 9.658995736523379172e-02 1.117357705232461390e-01 1.052525793022172779e-01
5.899410058994100837e+03 9.886681272341307780e-02 1.108592955256488266e-01 1.094811298868264143e-01
5.999400059994000003e+03 1.019401462098127736e-01 1.135016826281361607e-01 1.053863773755733951e-01
6.099390060993900988e+03 9.372966829631938779e-02 1.126998113723401002e-01 1.047539568792394821e-01
6.199380061993801064e+03 9.625190489411906969e-02 1.107181844836876983e-01 1.037277035751518889e-01
6.299370062993701140e+03 8.779755516144120697e-02 1.140723533058684430e-01 1.089074958798771919e-01
6.399360063993601216e+03 9.231361140438389123e-02 1.112132979828263230e-01 1.055344724677479556e-01
6.499350064993500382e+03 8.925503670583384563e-02 1.134575723596713409e-01 1.107181643469101195e-01
6.599340065993400458e+03 9.803750407879364970e-02 1.090395575134235767e-01 1.053751379651029080e-01
6.699330066993300534e+03 9.373339036352047737e-02 1.116252023503797042e-01 1.072200095689068156e-01
6.799320067993201519e+03 9.163024501812817857e-02 1.123398249951304412e-01 1.074851524176856366e-01
6.899310068993100685e+03 9.111875397405629073e-02 1.143886102093152474e-01 1.071254563871075621e-01
6.999300069993000761e+03 8.934930585104133849e-02 1.096542870684679288e-01 1.037930756337682864e-01
7.099290070992900837e+03 8.903091279307677464e-02 1.016987571059354001e-01 1.041357420252943672e-01
7.199280071992800913e+03 9.005434542809466480e-02 1.019286682175286757e-01 1.061200002377475776e-01
7.299270072992700989e+03 8.667748152996758437e-02 1.064606699632998366e-01 1.081353777067125543e-01
7.399260073992601065e+03 9.388967845118968703e-02 1.068482249593503824e-01 1.073692529209368668e-01
7.499250074992501141e+03 9.274159006167696784e-02 1.042093286407240749e-01 1.021524459206859387e-01
7.599240075992401216e+03 9.105388502425361408e-02 1.062506929689803065e-01 1.016021718775732136e-01
7.699230076992301292e+03 9.530320443956961929e-02 1.097657530644514795e-01 1.072443002760314346e-01
7.799220077992200459e+03 9.547871721225430208e-02 1.093212157206410323e-01 1.064611241570195405e-01
7.899210078992100534e+03 9.239339627440718017e-02 9.616732011395805191e-02 1.038832113350734443e-01
7.999200079992000610e+03 8.953838110350383073e-02 1.060425331495418733e-01 1.040666568453007673e-01
8.099190080991901596e+03 8.799149528573535495e-02 1.021905397114867692e-01 1.007770975909053068e-01
8.199180081991800762e+03 9.375365575248467698e-02 1.144334833623846803e-01 1.055396351747959066e-01
8.299170082991700838e+03 9.034660143091698126e-02 1.075621037174224054e-01 1.028450430377460673e-01
8.399160083991600914e+03 8.857001334605001108e-02 1.103209999223205423e-01 1.007048205441585936e-01
8.499150084991500989e+03 8.847566094698111616e-02 1.101642800190130583e-01 1.055751531026525442e-01
8.599140085991401065e+03 9.485862760392792248e-02 1.072695514765988345e-01 1.077435669181917022e-01
8.699130086991301141e+03 9.901064772658450808e-02 1.034077223214258656e-01 1.070491797737043171e-01
8.799120087991201217e+03 9.464622110797155097e-02 1.085054718060261547e-01 1.043478692109539585e-01
8.899110088991099474e+03 9.221001665088073007e-02 1.130708566370365459e-01 1.022203583317198711e-01
8.999100089991001369e+03 9.631244490118602564e-02 1.073996804751164297e-01 1.020591372473123176e-01
9.099090090990901444e+03 9.495845686693722698e-02 1.032976885164870878e-01 1.000641391163730742e-01
9.199080091990801520e+03 1.005443849953318591e-01 1.079039592944064374e-01 1.028441953781589618e-01
9.299070092990701596e+03 9.497772901642816124e-02 1.037008695592393503e-01 1.076595870006755856e-01
9.399060093990599853e+03 1.003545882239169212e-01 1.016411156775099273e-01 1.047620165682158072e-01
9.499050094990501748e+03 9.626634349891373399e-02 1.096731959445537141e-01 1.080630570143546881e-01
9.599040095990401824e+03 9.408113541088186649e-02 1.070533293005336423e-01 1.030328267266348158e-01
9.699030096990301899e+03 9.778935958078564805e-02 1.068870304832373469e-01 1.008313768085457446e-01
9.799020097990201975e+03 9.573422844117486508e-02 1.044438409779758631e-01 1.031511158088615071e-01
9.899010098990100232e+03 9.121506140093489645e-02 1.021874401017969086e-01 1.005434339786668158e-01
9.999000099990002127e+03 9.541541870411346382e-02 1.068213781442919202e-01 1.012703568519572883e-01
1.009899010098990038e+04 9.672837855054311484e-02 9.995490817808805328e-02 1.021207162068582114e-01
1.019898010198980228e+04 9.303249514528470765e-02 1.011750128234053664e-01 9.718993675118919873e-02
1.029897010298970235e+04 9.891098691343486182e-02 1.008514881368943045e-01 9.971213110881954611e-02
1.039896010398960061e+04 9.422414426892740391e-02 1.019293291731482726e-01 1.007987869176349277e-01
1.049895010498950251e+04 9.168855788384010219e-02 1.010626229345802513e-01 1.025039960341185274e-01
1.059894010598940076e+04 8.981188380003307659e-02 1.062667358397765965e-01 1.031248536914531333e-01
1.069893010698930084e+04 9.156560454003302707e-02 1.110752445097791669e-01 1.047668687225429135e-01
1.079892010798920091e+04 9.638639916257278617e-02 1.058173883155165279e-01 9.958236358137566302e-02
1.089891010898910099e+04 8.881431378722326464e-02 1.043896545709024903e-01 9.821020233290859991e-02
1.099890010998900289e+04 8.624192030770978790e-02 1.033241978029368346e-01 9.798640195677903175e-02
1.109889011098890114e+04 9.187073908889126228e-02 1.071143965015026872e-01 9.807891367675179717e-02
1.119888011198880122e+04 8.894515083893984875e-02 1.004398514509041024e-01 1.044511732464927373e-01
1.129887011298870129e+04 9.093240905718776024e-02 1.027670988932786883e-01 1.004209953254660559e-01
1.139886011398860137e+04 9.169855744050986468e-02 9.544557065374308091e-02 1.023791674992111517e-01
1.149885011498850145e+04 9.234499748380177453e-02 9.222582272741843001e-02 9.672547968952734110e-02
1.159884011598840152e+04 8.699782681427736808e-02 9.468546434930952271e-02 9.866748541119181592e-02
1.169883011698830160e+04 9.094445793746187834e-02 1.005889495646007242e-01 9.640074630253325783e-02
1.179882011798820167e+04 9.089604563475396637e-02 9.890655263867582925e-02 1.020992203834925061e-01
1.189881011898810175e+04 8.258069438413061236e-02 1.017973827418288818e-01 1.058791203374643969e-01
1.199880011998800001e+04 1.025608443349916438e-01 9.954775449394932807e-02 1.012116099444457101e-01
1.209879012098790190e+04 9.604088221395175318e-02 1.027031960525727344e-01 1.013839994115413728e-01
1.219878012198780198e+04 8.878078185518843701e-02 1.056542272583509412e-01 1.014893098606029914e-01
1.229877012298770205e+04 8.751934578318522340e-02 1.048900165438841209e-01 1.008515152270762355e-01
