0.000000000000000000e+00 2.549829298096050745e-01 1.434393649531448545e-01 1.315082429727584545e-01 2.908334853094216577e-01
9.999000099990001900e+01 2.379841956162647987e-01 1.684303733882424325e-01 1.887865548583168296e-01 2.205123048419898313e-01
1.999800019998000380e+02 2.179646716926453287e-01 3.256703347611364929e-01 2.271336429537698376e-01 1.878905232538923276e-01
2.999700029997000570e+02 3.019187145583692167e-01 3.540501154506305315e-01 2.321033912707912983e-01 2.505896953381519521e-01
3.999600039996000760e+02 3.205720466453280681e-01 3.106386363396690942e-01 2.834137168383873973e-01 2.303863159627612400e-01
4.999500049995000381e+02 2.561247571943553458e-01 2.545405437014593431e-01 2.266735135953271696e-01 1.727863026573964733e-01
5.999400059994001140e+02 2.676765639264136465e-01 2.789942122976670213e-01 2.136517150025573075e-01 1.931169977035928353e-01
6.999300069993000761e+02 2.506108933626263191e-01 2.367518645533095434e-01 3.039760673979602923e-01 2.758048650308839167e-01
7.999200079992001520e+02 1.746507097117695750e-01 2.734939540309505035e-01 1.892957400784914812e-01 1.905410542665228746e-01
8.999100089991001141e+02 1.947678916424462614e-01 1.639875836529384179e-01 2.256110791227654289e-01 1.823108903871773767e-01
9.999000099990000763e+02 6.548405700762081894e-02 2.131254456880445070e-01 2.147434416740580110e-01 1.571129218544581041e-01
1.099890010998900152e+03 1.208587433592335225e-01 3.023696419276094560e-01 2.519563230695482381e-01 2.048317695410697414e-01
1.199880011998800228e+03 9.496064071080123625e-02 1.648988327606870641e-01 2.762507665777884092e-01 1.786716677554538169e-01
1.299870012998700076e+03 1.622522774691286807e-01 3.435754321790707166e-01 2.709814387177399420e-01 1.092778756896673614e-01
1.399860013998600152e+03 2.821270866585586234e-01 2.381552755802165688e-01 2.779275529362690844e-01 1.501001221592687396e-01
1.499850014998500001e+03 1.847762055870980635e-01 1.715328533798025079e-01 2.344417980286339631e-01 1.398604173647666482e-01
1.599840015998400304e+03 -1.724588580979859046e-03 2.283690768928986758e-01 2.304488015591925343e-01 1.753733181459910806e-01
1.699830016998300380e+03 7.809864977308422773e-02 2.402773741008478181e-01 1.827112601327088581e-01 2.353958534949129044e-01
1.799820017998200228e+03 1.322023870850932703e-01 2.846005926983180001e-01 2.528379096614528643e-01 1.932251861969399576e-01
1.899810018998100304e+03 -2.977082505600317855e-02 2.420263010079467814e-01 2.606327933283746900e-01 1.015917849959606239e-01
1.999800019998000153e+03 3.008546652717675445e-03 1.911901874610672791e-01 1.964995125529443165e-01 1.435687913246305458e-01
2.099790020997900228e+03 -5.593380263911223310e-02 1.535125249499737499e-01 2.222112300551347397e-01 1.233688125401440489e-01
2.199780021997800304e+03 -7.079108832357804137e-02 2.068031043821555448e-01 2.089803868341335302e-01 2.005256963605196174e-01
2.299770022997700380e+03 -2.234711320649581182e-02 1.685519451294331394e-01 1.756946781477802533e-01 1.384126806218171635e-01
2.399760023997600456e+03 1.623696216149616081e-02 1.510976430131932557e-01 2.142346873459033130e-01 2.064958560094546647e-01
2.499750024997500532e+03 1.794939144114654841e-02 1.501492593499061112e-01 2.356628707102617348e-01 1.109639647911807026e-01
2.599740025997400153e+03 -1.475625281851252130e-03 1.808000177686783505e-01 2.355045486931041931e-01 1.440733226361908814e-01
2.699730026997300229e+03 4.312615338258202896e-02 1.045667095988229711e-01 2.134268379154081741e-01 1.641827172854095906e-01
2.799720027997200305e+03 -2.830429246894945738e-02 1.702976665171291037e-01 2.532235387816592076e-01 1.630507985369510082e-01
2.899710028997100380e+03 -6.405826282080324952e-02 2.536960716174475050e-01 2.187551875002718138e-01 1.435985213563211460e-01
2.999700029997000001e+03 -1.147355320713536880e-02 5.718149294439122537e-02 1.201638901212558758e-01 1.306305252294162333e-01
3.099690030996900532e+03 3.816411093280824840e-02 1.958191108318338147e-01 2.598337676580120270e-01 1.943706274521128374e-01
3.199680031996800608e+03 1.519957543073696682e-02 2.416311412875409570e-01 2.962966587561278176e-01 2.176596629986500553e-01
3.299670032996700229e+03 -6.248693685727118577e-04 3.340868905870509331e-01 2.399268377991657930e-01 1.720543240341062541e-01
3.399660033996600760e+03 3.059567225178744243e-02 3.905785961994692190e-01 2.640909158102061061e-01 2.406226278749706016e-01
3.499650034996500381e+03 -5.020348174356461385e-02 1.881197150342160673e-01 2.862361184283775395e-01 1.490083648437754149e-01
3.599640035996400456e+03 7.703696902518826495e-02 2.943885901136006900e-01 1.170678542602162642e-01 2.291039903247639453e-01
3.699630036996300532e+03 1.637008330083405960e-01 2.340933478505206888e-01 1.641430066423437417e-01 2.173680837736118310e-01
3.799620037996200608e+03 1.438499719575369326e-03 1.506281396207833634e-01 1.694436073837820300e-01 2.008247603209428744e-01
3.899610038996100229e+03 5.005967221332700140e-02 1.795183348482401742e-01 1.855476085414003995e-01 2.011389175887999536e-01
3.999600039996000305e+03 1.074231024473834006e-01 1.986131754140098016e-01 2.265231997350350968e-01 1.737603016022679914e-01
4.099590040995900381e+03 8.735442015361881418e-02 1.213304490715771539e-01 1.367479413963075818e-01 2.183750973853057220e-01
4.199580041995800457e+03 6.321215924936374186e-02 1.478938948909067352e-01 2.001566900846407371e-01 1.867814629377699820e-01
4.299570042995700533e+03 1.499993767784155857e-02 1.837426450597396954e-01 1.553976980806310026e-01 1.322768318957078526e-01
4.399560043995600608e+03 -7.771170729447600400e-02 1.721277772046234944e-01 9.726951939866008978e-02 1.848605091213843254e-01
4.499550044995500684e+03 -9.811234199151913637e-02 2.388918680716547449e-01 1.666304624967864523e-01 1.752947768533658079e-01
4.599540045995400760e+03 3.891059296126665040e-02 2.300422495255941280e-01 1.788665907089378726e-01 1.532373370761361542e-01
4.699530046995299926e+03 -2.254752571134885364e-02 2.757911757354085114e-01 1.619621346722278088e-01 1.268318042707815008e-01
4.799520047995200912e+03 1.433658043909759594e-01 1.951556528398628032e-01 3.400978960044017535e-02 1.538544667495170826e-01
4.899510048995100988e+03 5.542889030798706096e-02 2.379612302777540933e-01 2.968526071423685173e-02 1.115110807590000003e-01
4.999500049995001064e+03 1.147047778336481721e-01 1.148691837110355496e-01 1.647541806695679845e-01 1.595787774830584038e-01
5.099490050994901139e+03 1.016322397687381002e-01 7.437019276748059460e-02 1.821486806954966398e-01 1.645937113380281369e-01
5.199480051994800306e+03 1.496095324653872460e-01 1.640977313619972622e-01 2.104260768080390420e-01 1.620993056156814494e-01
5.299470052994700382e+03 1.054029536318813048e-01 1.711152421240399735e-01 1.062049175899431042e-01 1.615819253849376247e-01
5.399460053994600457e+03 1.923235142245489637e-01 1.206789764143142291e-01 1.343600203792705561e-01 1.604653337053778550e-01
5.499450054994501443e+03 2.354868426335242904e-01 5.353669896005052581e-02 2.117573875591006460e-01 1.683531960247132975e-01
5.599440055994400609e+03 1.708330534310296134e-01 4.511073994368913764e-02 1.890249168226126042e-01 1.535221579119723789e-01
5.699430056994300685e+03 6.216675829595236236e-02 1.334755001687894238e-01 2.377029040952486350e-01 1.384980589425169051e-01
5.799420057994200761e+03 8.716605909087242476e-02 2.051556797772415841e-01 2.262244751906912488e-01 1.913259444320360714e-01
5.899410058994100837e+03 1.646002367963451118e-01 2.296170793072490335e-01 2.769321217901807297e-01 1.505572778718836380e-01
5.999400059994000003e+03 1.091460882490778994e-01 1.278613168774293263e-01 2.818143634255426133e-01 1.201769893865885924e-01
6.099390060993900988e+03 1.043652326857000823e-01 2.339570411545761897e-01 2.868662127609028500e-01 1.463564822824890699e-01
6.199380061993801064e+03 2.519949262142818225e-01 1.389012401645058625e-01 2.571943857802347355e-01 1.763964514561564556e-01
6.299370062993701140e+03 2.141318642105286552e-01 2.173242204611307571e-01 2.022898313080130073e-01 1.948882897913658818e-01
6.399360063993601216e+03 2.303573209946612188e-01 1.994283799502611088e-01 2.972576915453868929e-01 2.693990095044896949e-01
6.499350064993500382e+03 2.928534080244430404e-01 2.509241963467132019e-01 2.661979240831235383e-01 2.605126621674528908e-01
6.599340065993400458e+03 2.685066035525989769e-01 1.559168637266998836e-01 3.055000826562912497e-01 1.868573482519179929e-01
6.699330066993300534e+03 2.840133389968310107e-01 2.508353433338547656e-01 2.616296605046581347e-01 1.774535330237876629e-01
6.799320067993201519e+03 2.297409437455164294e-01 2.406084758301632320e-01 2.313406748696104354e-01 2.152081441098020187e-01
6.899310068993100685e+03 1.153532580730031731e-01 1.914285088591994588e-01 2.034687751088078977e-01 1.886581879611514412e-01
6.999300069993000761e+03 1.707989029973938366e-01 1.752348279088077332e-01 2.877085482462125587e-01 2.317028765780841104e-01
7.099290070992900837e+03 2.038146595930097893e-01 2.912075745886814615e-01 1.810380674144198843e-01 2.368996866784263133e-01
